회차,등수,번호,상호명,주소
431,1,1,훼미리마트(대림중앙점),서울 영등포구 대림3동  775-7
431,1,2,노다지복권방,부산 북구 덕천로 287
431,1,3,만구수산유통,부산 서구 남부민동  685현대타운1층86호
431,1,4,복권명당,대구 동구 경안로 751
431,1,5,보경복권,울산 북구 명촌6길 7
431,1,6,운수대통,경기 군포시 군포로745번길 24
431,1,7,명당슈퍼,경기 수원시 영통구 중부대로 285
431,1,8,GS25(천안신부),충남 천안시 동남구 신부동 765번지
431,1,9,천하명당복권방.텔레콤,경남 거제시 옥포성안로 60
431,1,10,천하명당복권방,경남 창원시 의창구 명서동 50-15
431,2,1,신림마트,서울 관악구 남부순환로 1588
431,2,2,현진식품,서울 구로구 고척1동  52-346
431,2,3,천하명당복권방독산점,서울 금천구 독산로85길 16
431,2,4,스파,서울 노원구 동일로 1493 주공10단지종합상가111
431,2,5,복권나라청량리2호점,서울 동대문구 전농2동  622-11
431,2,6,훼미리마트(홍릉점),서울 동대문구 청량리동  520-55
431,2,7,헹가래(행운복권방),서울 성북구 하월곡동  88-31
431,2,8,상호없음,서울 영등포구 시흥대로 671 1층 8호(대림동)
431,2,9,덕흥상회,서울 영등포구 문래동3가  16-2번지
431,2,10,충무슈퍼,서울 중구 충무로3가  25-4
431,2,11,노다지로또,서울 중랑구 겸재로 217
431,2,12,갈렙분식한식,서울 중랑구 용마산로115길 92
431,2,13,GS25(대연중앙),부산 남구 대연동  1729-5
431,2,14,SEVEN스토아,부산 해운대구 반여동  1441-125
431,2,15,로또일도점,대구 북구 학정로 421 일도프라자101호
431,2,16,미니스톱인천효성점,인천 계양구 안남로 551
431,2,17,알리바이,광주 광산구 수등로 253 1층 알리바이
431,2,18,알리바이,광주 광산구 수등로 253 1층 알리바이
431,2,19,영화마을(버들점),광주 서구 상무버들로 32
431,2,20,대박로또복권방,대전 중구 보문로 32-5
431,2,21,로또복권방,울산 중구 성남동  172-14
431,2,22,패밀리복권방,경기 광주시 오포읍  능평리 152-13
431,2,23,스카이25,경기 남양주시 미금로 26-2
431,2,24,GS25(상동서해),경기 부천시 원미구 상동 546-6 7서해프라자106 107
431,2,25,훼미리마트(원종깨비점),경기 부천시 오정구 원종동 280-91F
431,2,26,동양서적,경기 성남시 수정구 수진2동 2931번지
431,2,27,천하명당복권방,경기 수원시 팔달구 매산로 2
431,2,28,플러스원,경기 수원시 장안구 만석로19번길 11-7 108호
431,2,29,복권전문점,경기 수원시 팔달구 매산로 17
431,2,30,용꿈돼지꿈복권방,경기 시흥시 하중로 235 법조타운103호
431,2,31,대박로또,경기 안산시 단원구 중앙대로 457 102호
431,2,32,안산삼성홈플러스로또복권판매점,경기 안산시 상록구 성포동 586삼성홈플러스
431,2,33,다니엘사,경기 안산시 단원구 원선1로 38 101호
431,2,34,안성맞춤,경기 안성시 중앙로 371 81
431,2,35,로뎀,경기 화성시 주석로 237
431,2,36,바른손(퇴계점),강원 춘천시 퇴계로 168 주공2단지상가101호
431,2,37,행운복권방,충북 청주시 청원구 향군로 116
431,2,38,금전산복권방,전남 순천시 연향1로 17-1 금전산복권방
431,2,39,로또복권하대점,경남 진주시 도동로 188
431,2,40,행운복권방동읍방,경남 창원시 의창구 용잠로 13-1
431,2,41,천하명당(팔용점),경남 창원시 의창구 사화로 26
431,2,42,온세계전자,제주 제주시 한림로12길 1-1
431,2,43,GS25(노형런던),제주 제주시 노형동  1045-15
432,1,1,럭키마켓,서울 강동구 명일로 159 1층
432,1,2,복권명당(서부점),대구 달서구 월배로 452
432,1,3,L-마트,경기 부천시 삼작로 22 부천테크노파크100-103
432,1,4,부자되세요복권방,경기 평택시 진위서로 3 2호
432,1,5,해피복권,경남 창원시 마산합포구 가포로 98 1층 CU편의점 내
432,2,1,덕성식품,서울 동작구 신대방동  348-3
432,2,2,가로판매점,서울 서대문구 수색로 32 명동의류앞
432,2,3,미래통신,서울 성동구 동일로 83 1층
432,2,4,행당상회,서울 성동구 고산자로 290-3
432,2,5,바이더웨이(복권판매),서울 성북구 삼선동5가  276번지
432,2,6,통일복권방,서울 송파구 백제고분로7길 6
432,2,7,가로판매점,서울 용산구 원효로 166
432,2,8,훼미리마트(새절역점),서울 은평구 신사동  336-1  1층
432,2,9,을지복권방,서울 중구 을지로3가  295-2남강빌딩1층
432,2,10,갈렙분식한식,서울 중랑구 용마산로115길 92
432,2,11,노다지로또,서울 중랑구 겸재로 217
432,2,12,제일복인당,부산 중구 동광동1가  6
432,2,13,복권마트,인천 남구 주안동  20-9주흥빌딩1층1호
432,2,14,복권＠나라,인천 부평구 평천로 102-1 1층
432,2,15,로또(복권방),인천 서구 신석로77번길 38
432,2,16,타임마트,대전 중구 중앙로 65
432,2,17,대전하이퍼,대전 중구 보문산로 76
432,2,18,로또복권,울산 남구 꽃대나리로 71
432,2,19,훼미리마트석영점,울산 북구 양정동  731-13
432,2,20,주엽간판점,경기 고양시 일산서구 중앙로 1437 도로
432,2,21,가로토큰박스,경기 과천시 중앙동  60과천극장앞
432,2,22,노다지복권방,"경기 광명시 범안로 1043 (하안동, 원촌빌딩 1층)"
432,2,23,GS25(구리하나),경기 구리시 토평동  964-6
432,2,24,푸른마트,경기 군포시 금산로 30 1층상가
432,2,25,스카이25,경기 남양주시 미금로 26-2
432,2,26,상동복권방,경기 부천시 원미구 상동 541-1메가플러스127호
432,2,27,복권닷컴,경기 부천시 오정구 삼정동 314-31층
432,2,28,명당복권점,경기 수원시 팔달구 중부대로 50-1
432,2,29,천하명당우만점,경기 수원시 팔달구 월드컵로369번길 4
432,2,30,복권전문점,경기 시흥시 정왕동  1625-6105훼미리마트내
432,2,31,GS25(안산원곡),경기 안산시 단원구 원곡동 838-105
432,2,32,각골할인마트,경기 안산시 상록구 각골로 37
432,2,33,종합복권나라,경기 양평군 북한강로 12 1층
432,2,34,번쩍서점,경기 이천시 중리동  219-1
432,2,35,황금복권마트,경기 이천시 증신로325번길 5 1층
432,2,36,행운복권마트,경기 포천시 신읍동  58-16
432,2,37,올인(allin),경기 화성시 3.1만세로 1147
432,2,38,복권천하 미스터잉크동해점,강원 동해시 발한로 35
432,2,39,모닝글로리(온의점),강원 춘천시 방송길 104 1층 104호
432,2,40,강원상회,충북 제천시 숭문로18길 15 1층 강원상회
432,2,41,로또복권방,충남 당진시 당진중앙1로 21
432,2,42,작은신부,충남 서산시 대산읍  대산리 133-31
432,2,43,아띠로또판매점,충남 천안시 서북구 두정동 1063번지 레몬타워 110호
432,2,44,롯데마트,전북 군산시 하나운로 43
432,2,45,또또복권방,전북 익산시 고봉로32길 3
432,2,46,신광할인마트,경북 김천시 영남대로 2087 101호
432,2,47,일등복권,경북 칠곡군 금암중앙길 42
432,2,48,해피데이복권방,경남 의령군 충익로 39
433,1,1,담배,서울 강북구 삼양로 252
433,1,2,복권가판대,서울 은평구 수색동  360
433,1,3,행복찾기복권방,서울 중랑구 면목동  102-18
433,1,4,버블비어,광주 광산구 목련로273번길 88 운남주공아파트 상가108호
433,1,5,빛고을로또,광주 광산구 소촌로 147 세븐일레븐
433,1,6,김포로또,경기 김포시 돌문로 48 한솔프라자101
433,1,7,그린마트,경기 성남시 분당구 대왕판교로 255 107호
433,1,8,행운복권방,경기 수원시 권선구 오목천동 431-1로뎀프라자 105호
433,1,9,장미하이퍼마켓,경기 의왕시 장승길 2
433,1,10,복권방,경기 평택시 평택항로 1-6 1층 개그스토리편의점
433,1,11,우리로또복권방,전남 여수시 무선중앙로 71
433,2,1,로또복권판매,서울 강북구 솔샘로67길 71
433,2,2,가로판매점,서울 관악구 과천대로 955
433,2,3,교통카드판매대,서울 관악구 대학동  240-4
433,2,4,현대식품,서울 광진구 아차산로 413
433,2,5,복권방,서울 구로구 도림로 55-1
433,2,6,로또노원역점,서울 노원구 상계동  593-21층
433,2,7,기타_검증용,서울 노원구 상계1동  1132-102
433,2,8,훼미리마트(제기역점),서울 동대문구 용두동  104-28
433,2,9,우일,서울 송파구 마천로 235
433,2,10,가로판매대제18호,서울 중구 소공로 51
433,2,11,예스로또,서울 중랑구 면목로31길 43
433,2,12,동우상사,부산 사하구 장림2동  349-29
433,2,13,하단복권,부산 사하구 당리동  304-3
433,2,14,행운로또,대구 달서구 죽전동  363-15번지
433,2,15,복권명당,대구 동구 효동로 45
433,2,16,승차권판매소,대구 수성구 범어동  587-9
433,2,17,로또명당,인천 남동구 호구포로 874
433,2,18,불로로또,인천 서구 검단로 851 동부아파트상가 107호
433,2,19,호반로또,광주 서구 쌍촌동  1337-2호반아파트상가109호 110호
433,2,20,노다지복권방,대전 대덕구 대전로 1349
433,2,21,복권왕국,대전 서구 동서대로1047번길 2
433,2,22,덕하복권명당,울산 울주군 덕하로 238
433,2,23,로또복권판매소,경기 고양시 일산동구 마두동 802-1그랜드프라자104
433,2,24,대박로또방,경기 광명시 광명동  158-1931층
433,2,25,팬시코아,경기 남양주시 퇴계원로 48
433,2,26,포인트24,경기 부천시 원미구 심곡동 400-5
433,2,27,영진슈퍼,경기 성남시 분당구 야탑동 353-1영진다이비스117호일부
433,2,28,복권마을,경기 성남시 중원구 희망로 388
433,2,29,안양행운복권,경기 안양시 동안구 관양동 1403-5
433,2,30,유방매표소,경기 용인시 처인구 유방동 310-10
433,2,31,승리복권방,경기 파주시 청송로 1029
433,2,32,만물로또,경기 평택시 안청로 340 케이디프라자 제1층 114호
433,2,33,훼미리마트(원주명륜점),강원 원주시 명륜동  751
433,2,34,로또복권,강원 원주시 개운동  444-9
433,2,35,로또명당금왕점,충북 음성군 탑골길 55 세븐일레븐 금왕점
433,2,36,사오정복권방,충북 충주시 사직로 304 CU편의점 내
433,2,37,로또명당인주점,충남 아산시 서해로 519-2
433,2,38,로또명당인주점,충남 아산시 서해로 519-2
433,2,39,강원복권방,세종   조치원로 46-1
433,2,40,구례로또,전남 구례군 로터리길 2-1
433,2,41,진영로또판매점,경남 김해시 진영로 189-2
434,1,1,우진슈퍼,서울 영등포구 당산동2가  164현대상가116호
434,1,2,묵동식품,서울 중랑구 동일로 919
434,1,3,노다지복권방,부산 금정구 금사로 75
434,1,4,부일카서비스,부산 동구 자성로133번길 35
434,1,5,왕대박로또방,부산 해운대구 좌동  998-7 1층
434,1,6,행운마트,대구 달서구 달구벌대로 1600
434,1,7,오리엔트복권,대전 대덕구 중리남로 18
434,1,8,로또(파발마점),경기 시흥시 마유로 415 역전프라자105호
434,2,1,소리창고,서울 강서구 강서로 306
434,2,2,복권,서울 관악구 낙성대역길 91 1층
434,2,3,복권천국방,서울 마포구 동교로 92 1층
434,2,4,대현슈퍼,서울 마포구 아현동  282-1
434,2,5,GS25(명지연가),서울 서대문구 남가좌동  354-5
434,2,6,혜성슈퍼,서울 송파구 송이로27길 9
434,2,7,오목미니슈퍼,서울 양천구 신목로 119
434,2,8,가로판매점,서울 중구 서소문로 109
434,2,9,미니스톱기장점,부산 기장군 차성동로 69
434,2,10,일등복권편의점,대구 달서구 대명천로 220 1층
434,2,11,인생대역전,인천 계양구 임학동  10-10
434,2,12,드림마트,인천 미추홀구 인하로 211
434,2,13,탑포인트부평점,인천 부평구 부평동  557-11층
434,2,14,GS25(연수청학),인천 연수구 연수동  507-1.2번지
434,2,15,복권명당(원동점),대전 동구 용운로 67
434,2,16,복권방,울산 중구 번영로 455 GS편의점 내
434,2,17,버스표판매소,경기 고양시 덕양구 화신로 76 가라뫼 사거리 변전소 앞 버스정류장
434,2,18,태양정보통신,경기 광주시 고불로 56 상가1층
434,2,19,대광슈퍼,경기 군포시 고산로 679 미성프라자106호
434,2,20,고려의료기,경기 군포시 군포로 510 1층
434,2,21,대박찬스,경기 남양주시 광릉내로82번길 2
434,2,22,GS25오리점,경기 성남시 분당구 구미동 158하나이지타워107호
434,2,23,21세기복권나라,경기 성남시 중원구 둔촌대로 361 (하대원동)
434,2,24,명당슈퍼,경기 수원시 영통구 중부대로 285
434,2,25,행운복권방,경기 시흥시 비둘기공원7길 45 트윈프라자B동114호
434,2,26,행운로또복권방,경기 파주시 광탄면  신산1리 215-20
434,2,27,복권방,경기 평택시 평택항로 1-6 1층 개그스토리편의점
434,2,28,무지개마트,충북 음성군 삼성면  덕정리 551-4
434,2,29,세명24시로또,충북 제천시 바이오밸리로 211 3호
434,2,30,강원복권방,세종   조치원로 46-1
434,2,31,와이마트,"전북 전주시 완산구 유연로 268 101, 102, 103호"
434,2,32,로또편의점,전북 전주시 덕진구 아중로 173
434,2,33,훼미리마트 목포세진점,전남 목포시 해안로249번길 17 CU편의점
434,2,34,그린마트(엔탑정보),전남 순천시 팔마1길 26 연향3지구 주공아파트 상가10호
434,2,35,복권명당,경북 구미시 송동로 88 미도프라자1층1호
434,2,36,로터리편의마트,경북 포항시 북구 서동로 85 육거리
434,2,37,문덕대박로또,경북 포항시 남구 오천읍 문덕리문덕리  176-7
435,1,1,복드림복권방,서울 강동구 상암로 99
435,1,2,나라시스컴,서울 영등포구 영등포동5가  18-58영신상가1호
435,1,3,로또복권,대구 북구 연암로22길 1 1층 복권판매점
435,1,4,복권천국,대전 대덕구 중리동  165-17
435,1,5,드림로또,대전 중구 대둔산로 365-2
435,1,6,희망을주는사람,경기 용인시 처인구 양지로 111 1층 상가
435,1,7,복권마을,강원 강릉시 주문진읍  교항리 118
435,1,8,서울로또방,충북 옥천군 삼금로 8
435,1,9,로또온양온천점,충남 아산시 읍내동  212
435,1,10,봉명주유소 복권전문점,경북 문경시 마성면  남호리 152-2
435,2,1,로또복권판매소,서울 구로구 구로3동  797-70
435,2,2,로또645,서울 동대문구 한천로46길 56-4 GS25시 휘경주공점
435,2,3,코사마트,서울 동작구 상도로 10-7
435,2,4,연세,서울 동작구 노량진동  27-101층24시편의점
435,2,5,뉴서울슈퍼,서울 서대문구 서소문로 63
435,2,6,기타_검증용,서울 송파구 오금동  45-4동인트루빌오피스텔101
435,2,7,양천24시마트,서울 양천구 신월4동  523-1
435,2,8,LG25시구서삼백점,부산 금정구 구서동  420-35
435,2,9,현아상회,부산 남구 동명로145번길 3
435,2,10,복권방,부산 부산진구 부암동  133-39훼미리마트(부암점)
435,2,11,노다지복권방,부산 북구 덕천로 287
435,2,12,선마트(로또),부산 중구 광복동1가  45하모니빌딩101호 썬마트내
435,2,13,짱25시,대구 수성구 달구벌대로 2610 세븐일레븐남부점내(좌측2번째상가)
435,2,14,복슈퍼,인천 계양구 계산로108번길 4
435,2,15,GS25(계산동경),인천 계양구 계산동  1076-7도쿄프라자1층2호
435,2,16,이토타워점,인천 남동구 만수4동  141층 4호
435,2,17,훼미리마트(연안비취점),인천 중구 항동7가  27-131
435,2,18,돈벼락복권방,광주 북구 첨단연신로108번길 134
435,2,19,대박로또복권방,대전 중구 보문로 32-5
435,2,20,로또판매점(복권방),경기 군포시 당동  921-5금강프라자1-106호
435,2,21,디딤슈퍼,경기 부천시 도약로 279
435,2,22,GS25(수원우영),경기 수원시 영통구 매탄동 1263-4103 104호
435,2,23,복권전문점,경기 수원시 팔달구 매산로 17
435,2,24,대박복권방,경기 안양시 동안구 비산동 459-1
435,2,25,쌍용복권방,경기 평택시 서동대로 2044
435,2,26,복권방에피소드,강원 춘천시 영서로 2259 1층
435,2,27,한성슈퍼,전북 익산시 익산대로 52
435,2,28,서울슈퍼,경북 구미시 원평동  123-18
435,2,29,훼미리마트(장평삼성점),경남 거제시 장평동  1195-3
435,2,30,폭스일레븐(창원점),경남 창원시 성산구 가양로136번길 14 대양빌딩102호
435,2,31,잉크폴,경남 창원시 진해구 진해대로776번길 15 501동 102호
436,1,1,GS25(양평역점),서울 영등포구 양평동3가  23-4 월드프라자103호
436,1,2,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
436,1,3,로데오복권방,경기 고양시 일산동구 장항동 778우림보보카운티108
436,1,4,유방매표소,경기 용인시 처인구 유방동 310-10
436,1,5,행운방,경기 용인시 기흥구 보정동 1804-4엔림프라자101호
436,1,6,천하명당복권방,경기 화성시 남양시장로 83
436,1,7,로또판매,경북 경산시 경안로 145
436,1,8,영남통상,경북 성주군 성주로 3228
436,2,1,스파,서울 노원구 동일로 1493 주공10단지종합상가111
436,2,2,가판대,서울 노원구 월계동  65-1석계역앞
436,2,3,일등복권방,서울 동대문구 사가정로 125
436,2,4,보성정보통신,서울 동대문구 장한로2길 24
436,2,5,GS25 동작양지,서울 동작구 상도동  365-1
436,2,6,로또,서울 동작구 노량진로 9 5번출구가판점
436,2,7,기타_검증용,서울 서초구 반포동  19-4서울고속버스터미널경부선대합식2H로또판매점
436,2,8,가로판매1-4-28,서울 성동구 고산자로 348 SK 주유소 앞 가판
436,2,9,천하명당복권방,서울 용산구 신계동  36-11
436,2,10,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
436,2,11,무교식품,서울 중구 다동길 43 135호
436,2,12,가판대,서울 중구 을지로4가  28
436,2,13,에이스연쇄점,부산 북구 덕천동  333-1
436,2,14,가락하단,부산 사하구 하단동  885-9
436,2,15,Full 25,부산 중구 중앙대로 96 흥우빌딩1층 나들가게편의점
436,2,16,복권명당(서부점),대구 달서구 월배로 452
436,2,17,천하명당복권,대구 북구 칠곡중앙대로 545
436,2,18,짱25시,대구 수성구 달구벌대로 2610 세븐일레븐남부점내(좌측2번째상가)
436,2,19,경기상회,인천 남동구 장승남로 42 104호
436,2,20,도우상사,인천 부평구 산곡동  159-501층102
436,2,21,썬복권,광주 광산구 하남산단8번로 165 101호
436,2,22,구시청슈퍼,광주 동구 금동  27-4
436,2,23,복권방(행복을주는사람들),대전 서구 도마동  100-16
436,2,24,썬마트,대전 서구 관저동  1109번지105호
436,2,25,영화유통(1등복권방),울산 남구 신정로 19 삼성아파트 상가 204-101
436,2,26,금두꺼비복권방,경기 고양시 일산서구 강성로 263 재성빌딩1층
436,2,27,코사마트,경기 부천시 오정로 203
436,2,28,가연이네슈퍼,경기 성남시 중원구 성남동 3970번지
436,2,29,삼일사,경기 성남시 중원구 희망로344번길 3
436,2,30,GS25(영통번영),경기 수원시 영통구 영통동 1038-11층
436,2,31,무지개복권,경기 오산시 현충로 95
436,2,32,로또휴게실,경기 용인시 기흥구 용구대로 1885
436,2,33,복권,경기 의정부시 의정부동  153
436,2,34,진평양행,강원 강릉시 임영로 107
436,2,35,행운복권방,강원 인제군 금강로 23 1층
436,2,36,훼미리마트(횡계점),강원 평창군 대관령면  횡계리 316-2
436,2,37,훼미리마트(제천역점),충북 제천시 화산동  208-1
436,2,38,터미널잡화,충북 청주시 흥덕구 풍산로 6 시외버스터미널 내
436,2,39,행운을주는사람들,충북 충주시 연수상가길 42 1층 복권방
436,2,40,올인로또복권,전북 전주시 완산구 효자동2가 203-5코끼리마트 상가 내
436,2,41,Letsgo복권유통,전북 전주시 덕진구 무삼지로 29
436,2,42,로또복권애니타임점,경북 구미시 인동중앙로11길 24 애니타임편의점 내
436,2,43,로또복권,대구 군위군 중앙길 32
436,2,44,다원마트,경북 김천시 영남대로 1953
437,1,1,또와식품,서울 강서구 양천로 694
437,1,2,청솔마트,서울 동대문구 용두동  727-4
437,1,3,드림마트,인천 미추홀구 인하로 211
437,1,4,행운마트,인천 부평구 배곶남로9번길 4
437,1,5,파란만장복권방,경기 화성시 진안동  878-4번지 101호
437,1,6,로또판매,전남 영광군 영광읍  남천리 324-10
437,2,1,우이담배가게,서울 강북구 삼양로 371-1
437,2,2,동우정보통신,서울 노원구 공릉동  411-7
437,2,3,영아식품,서울 동대문구 전농로 129
437,2,4,GS25(종로낙원),서울 종로구 낙원동  230
437,2,5,충남상회,서울 중구 마장로9길 49-19
437,2,6,종합가로가판점,서울 중구 광희동1가  202-1
437,2,7,부일카서비스,부산 동구 자성로133번길 35
437,2,8,바이드,부산 연제구 연산동  710-1
437,2,9,플러스할인마트,부산 해운대구 해운대로 636
437,2,10,Buy로또(죽전점),대구 달서구 계대동문로 123 성서우방타운상가119동101호
437,2,11,세진전자통신,대구 서구 서대구로 156
437,2,12,로또복권,대구 수성구 신매동  245상가101 102호
437,2,13,GS25(구월효명),인천 남동구 구월동  1463-102
437,2,14,천국열쇠,광주 북구 북문대로 157
437,2,15,우미슈퍼,광주 서구 풍암순환로 183 우미아파트상가118동-101호
437,2,16,GS25(대덕공단),대전 대덕구 목상동  148-8번지
437,2,17,일확천금,경기 고양시 덕양구 은빛로29번길 52 1층
437,2,18,로또복권판매,경기 부천시 원미구 중동 1140-3트리플타워예스24시B-105
437,2,19,복권전문점,경기 수원시 팔달구 매산로 17
437,2,20,GS25(수원망포),경기 수원시 영통구 망포동 544-11망포프라자
437,2,21,천하명당복권방,경기 수원시 권선구 세류동 1141-5
437,2,22,로또복권방,경기 안양시 동안구 호계동 721-3
437,2,23,행운복권방,경기 양평군 용문로 358-1 1층
437,2,24,OK편의점,경기 이천시 중리천로 56
437,2,25,로또복권,경기 평택시 중앙2로 42
437,2,26,희망복권,경기 평택시 평택1로20번길 39 1층 복권방
437,2,27,월드마트,충북 청주시 흥덕구 장구봉로129번길 2
437,2,28,작은신부,충남 서산시 대산읍  대산리 133-31
437,2,29,대박복권방,전북 전주시 완산구 전주천서로 145
437,2,30,대박찬스로또복권방,경북 의성군 문소3길 95-1
437,2,31,로또복권,경북 포항시 북구 양학로32번길 3
437,2,32,로또판매업,경남 양산시 북정로 31 CU편의점 내
437,2,33,삼삼마트,경남 진주시 진주대로 1165-1
438,1,1,GS25(가양2),서울 강서구 가양동  14612단지상가1층106호
438,1,2,J-마트,서울 서초구 반포동  19-3센트럴시티1층125
438,1,3,GS25(종로낙원),서울 종로구 낙원동  230
438,1,4,아이러브복권방,울산 중구 유곡로 19-1
438,1,5,아름다운슈퍼,경기 시흥시 도일로 136
438,1,6,인덕원가판점,경기 안양시 동안구 관양2동 1488-6
438,1,7,복권명당,경기 용인시 처인구 용문로 142 1층
438,1,8,행운복권방,경기 화성시 우정읍  조암리 290-12 13
438,1,9,GM24(신평점),경북 구미시 신평동  96-6 1층
438,2,1,강하식품,서울 강남구 역삼동  640-21
438,2,2,복권방,서울 강동구 천호대로176길 10-3
438,2,3,슈퍼전자,서울 강북구 솔샘로 254 삼양빌딩1층14호
438,2,4,방화점로또판매,서울 강서구 방화동  830오피앙상가1층
438,2,5,구로벤처타운점로또판매,서울 구로구 구로동  197-22 편의점사랑내
438,2,6,월드복권,서울 금천구 가산동  60-24월드메르디앙벤처센터월드마트내
438,2,7,로또복권,서울 도봉구 해등로 168 1층
438,2,8,배임,서울 용산구 보광로 19 1층
438,2,9,가로판매대제13호,서울 중구 퇴계로 36
438,2,10,광명식품,서울 중구 만리동1가  50-2
438,2,11,예스마트,부산 수영구 남천동로 8
438,2,12,대박복권방,부산 해운대구 재반로 209-1 7통6반
438,2,13,일등복권편의점,대구 달서구 대명천로 220 1층
438,2,14,메트로센터점,대구 중구 달구벌대로 지하 2100 메트로센터C412호
438,2,15,복권나라,인천 서구 완정로65번길 10 검단2지구59블럭검단1차피오레아파트상가B동제비107호
438,2,16,GS25(신공항),인천 중구 운서동  2790-1
438,2,17,훼미리마트 대전원내동,대전 유성구 원내로 35
438,2,18,모닝마트성남다우점,울산 중구 성남동  57-22
438,2,19,마두역상행선가판대,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽
438,2,20,금호마트,경기 구리시 검배로 29
438,2,21,GS25(분당창인),경기 성남시 분당구 서현동 298-3창인프라자
438,2,22,GS25(수원망포),경기 수원시 영통구 망포동 544-11망포프라자
438,2,23,훼미리마트(안산와동점),경기 안산시 단원구 와동 679-7
438,2,24,로또복권판매,경기 안산시 상록구 사동 1570-7호박빌딩1층
438,2,25,쿠아안경원,경기 안산시 단원구 신각길 44 휴먼빌2차아파트상가102호
438,2,26,궐동로또복권방,경기 오산시 청학로 103
438,2,27,천복당,경기 오산시 대원로 52
438,2,28,쌍용로또,경기 용인시 기흥구 상하동 163-9신풍빌딩106
438,2,29,당첨희망복권점,경기 이천시 영창로 145 관고사거리
438,2,30,대박예감,경기 화성시 영통로 36 1층
438,2,31,복권나라,강원 원주시 평원로 23 1층
438,2,32,로또복권방,충남 공주시 우금티로 789-1
438,2,33,로또명당인주점,충남 아산시 서해로 519-2
438,2,34,천하명당복권방,충남 홍성군 조양로 180
438,2,35,행운복권방 보생당건강원,전북 익산시 무왕로 1268
438,2,36,희망복권,전북 익산시 선화로 329
438,2,37,남평로또점,전남 나주시 남평1로 12 파평회관 1층
438,2,38,알리바이(나주점),전남 나주시 나주로 142 알리바이
438,2,39,로또복권맥,전남 여수시 여문1로 52
438,2,40,로또복권,대구 군위군 중앙길 32
438,2,41,나이스정보,경남 양산시 연호로 46 복권판매점
439,1,1,압구정로또,서울 강남구 삼성동  112위드미
439,1,2,한경종합광고,서울 송파구 백제고분로 198
439,1,3,부일카서비스,부산 동구 자성로133번길 35
439,1,4,로또25시,부산 사하구 하단2동  525-3
439,1,5,우리들초이스점,울산 남구 삼산동  215-12 1층
439,1,6,상우상사,경남 통영시 중앙동  54-21
439,2,1,행복공간,서울 강동구 풍성로 115
439,2,2,행복만들기,서울 관악구 신사로10길 6
439,2,3,버스토큰판매소,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점
439,2,4,버스토큰판매소,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점
439,2,5,복권파티,서울 송파구 오금로 516
439,2,6,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
439,2,7,경방필백화점라이츠21호,서울 은평구 갈현동  396-11
439,2,8,클린마트,서울 은평구 응암동  61-53  1층
439,2,9,토큰박스45,서울 중구 광희동1가  186-1
439,2,10,로또,서울 중구 신당동  133-14
439,2,11,GS25(용마산역),서울 중랑구 면목동  372-20
439,2,12,수연식품(대박찬스),서울 중랑구 면목로48길 11
439,2,13,복권방휴게소,부산 부산진구 부전동  259-18
439,2,14,행복이가득한집,부산 영도구 동삼로 89 1층 복권방
439,2,15,복권명당,대구 동구 효동로 45
439,2,16,운천점(복권나라),광주 서구 운천로 153 1층
439,2,17,태양정보통신,경기 광주시 고불로 56 상가1층
439,2,18,Q복권방,경기 부천시 옥산로 152
439,2,19,GS25(분당푸른),경기 성남시 분당구 수내동 79-1그랜드프라자107 108호
439,2,20,복터진날,경기 안성시 진사길 31 우림아파트상가 B-03호
439,2,21,로또명당가두판매점,경기 안양시 동안구 경수대로 848-2
439,2,22,로또휴게실,경기 용인시 기흥구 용구대로 1885
439,2,23,훼미리마트(의정부시청),경기 의정부시 의정부동  540
439,2,24,주택복권,경기 이천시 영창로 187
439,2,25,로또나라,경기 파주시 자유로 2212
439,2,26,대박행진복권랜드,경기 파주시 금빛로 22 금촌프라자107호
439,2,27,봉담복자리복권과편의점,경기 화성시 삼천병마로 1276
439,2,28,반딧불로또,전북 무주군 무주읍  읍내리 249-4
439,2,29,섬진강로또(하),전남 광양시 태인동  303-6번지 미니스톱태인점내
439,2,30,미래복권방,경북 영천시 시장2길 7 5호
439,2,31,목화휴게소,경남 사천시 사천대로 912
439,2,32,금강디지털보청기,경남 양산시 평산동  167-1
439,2,33,참조은복권방,경남 통영시 중앙로 38
440,1,1,5분미니식품,서울 강남구 논현동  213-2
440,1,2,1등복권방,서울 관악구 남부순환로 1545
440,1,3,동서울산업,서울 광진구 강변역로 50 동서울터미널 정문앞 로또가판점
440,1,4,동서울산업,서울 광진구 강변역로 50 동서울터미널 정문앞 로또가판점
440,1,5,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200
440,1,6,상남로또방,경남 밀양시 상남로 1147 상남농약사
440,2,1,대박팡팡,서울 강서구 화곡동  829-7
440,2,2,씨스페이스(신림녹두),서울 관악구 대학동  240-3밀라트빌딩
440,2,3,영광문구,서울 금천구 범안로 1186
440,2,4,로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호
